,ds,yhat,yhat_lower,yhat_upper
84,2016-08-12,22.659897948416454,22.08987313911282,23.184730453261857
85,2016-08-19,22.67824556433717,22.125798959711346,23.212844605355283
86,2016-08-26,22.799226509051863,22.27275235984273,23.353893850701596
87,2016-09-02,22.916331779088686,22.404881669210358,23.5136718127581
88,2016-09-09,22.905048342037194,22.387893874777387,23.45139421219185
89,2016-09-16,22.75353441421366,22.210709321664435,23.301918364328078
90,2016-09-23,22.583260667814272,22.019535785727175,23.14989802169355
91,2016-09-30,22.53500058372636,21.99712334073423,23.050061771671192
92,2016-10-07,22.64013388168151,22.137731404944255,23.182242954099852
93,2016-10-14,22.806962842027986,22.262416001763675,23.361760548540037
94,2016-10-21,22.921745678555432,22.398249206919296,23.451778563385414
95,2016-10-28,22.948227945669586,22.410851253778965,23.46844057033017
96,2016-11-04,22.931935811703344,22.38238970237969,23.46727819729098
97,2016-11-11,22.930874276143975,22.40613851483945,23.466098184681424
98,2016-11-18,22.96170715279232,22.430893185959164,23.50619965038538
99,2016-11-25,23.00612221136696,22.481035981712544,23.591057284539392
100,2016-12-02,23.043277138496187,22.518150079391056,23.560899832042466
101,2016-12-09,23.06154597046244,22.53322851442446,23.60933474079485
102,2016-12-16,23.052677565798703,22.553615912932838,23.557331151573113
103,2016-12-23,23.01865198455013,22.508922534299998,23.60756078367
104,2017-01-01,22.985817357429372,22.42255114346146,23.483057438288853
105,2017-01-08,23.017011480978987,22.44168948803015,23.588073779814465
106,2017-01-15,23.08963812441328,22.508488808146097,23.609391472175336
107,2017-01-22,23.131441426331893,22.567961150113135,23.659689751930216
108,2017-01-29,23.07428082733099,22.523455898699645,23.611689456367408
109,2017-02-05,22.93830153821569,22.39545318577885,23.504381617686033
110,2017-02-12,22.83455458469806,22.324281939788563,23.35295091635924
111,2017-02-19,22.864029492676952,22.31036754743553,23.375801492211586
112,2017-02-26,23.012881525546646,22.469519253058756,23.57601675533908
113,2017-03-05,23.16087698025367,22.669174644127008,23.70461325147604
114,2017-03-12,23.199809737436365,22.68014779295518,23.729726541729406
115,2017-03-19,23.13490908934263,22.608487754170728,23.68853560193183
116,2017-03-26,23.06134845487922,22.53302171090016,23.595154322379212
117,2017-04-02,23.050024748219915,22.518545689199836,23.60187920861451
118,2017-04-09,23.075670476350428,22.57297373403916,23.65548304872348
119,2017-04-16,23.062483789519113,22.49408090518627,23.593630134472026
120,2017-04-23,22.982246720130263,22.426419483208786,23.518092083730288
121,2017-04-30,22.886034233253266,22.35682111584729,23.41687008813708
122,2017-05-07,22.840350193428883,22.28964916786115,23.364363734179538
123,2017-05-14,22.85404081301666,22.350313165895656,23.38196459051136
124,2017-05-21,22.88294618103462,22.37222266264165,23.405495268393683
125,2017-05-28,22.894480730317536,22.35410561693726,23.44544660381681
126,2017-06-04,22.902838677340366,22.331434478526482,23.439519064700292
127,2017-06-11,22.93415503830938,22.39746629344757,23.441100323471048
128,2017-06-18,22.97794903607433,22.455818646764314,23.501926649512072
129,2017-06-25,22.99618995935914,22.479635110977014,23.584380741888758
130,2017-07-02,22.977488719134875,22.421771606074657,23.483510937644315
131,2017-07-09,22.957458921345502,22.40070619807764,23.49021007075106
132,2017-07-16,22.970186472648944,22.410022957830737,23.499190573044153
133,2017-07-23,22.993706893725484,22.41452469325508,23.53971119110738
134,2017-07-30,22.970420090288687,22.43039466316894,23.510508812059896
135,2017-08-06,22.888228657525747,22.407567366442013,23.43152627622453
136,2017-08-13,22.819008740671343,22.2790104311027,23.379398828613827
137,2017-08-20,22.8503646974346,22.282766806342394,23.38516856302987
138,2017-08-27,22.97769569080585,22.45852118115165,23.516396720541422
139,2017-09-03,23.08593386145642,22.53936291408349,23.60746974191249
140,2017-09-10,23.057468622848354,22.48915065463718,23.562816440249776
141,2017-09-17,22.896531026900117,22.35910573206525,23.398431092709302
142,2017-09-24,22.73372316294261,22.188671519942577,23.29363338223381
143,2017-10-01,22.70300474985451,22.1496950868771,23.238079128358518
144,2017-10-08,22.820622171445052,22.263736034444563,23.33764313243887
145,2017-10-15,22.98654661583636,22.450030717568083,23.55557449353688
146,2017-10-22,23.091809374648662,22.568993348959953,23.68458157214272
147,2017-10-29,23.110634007759813,22.594920213971175,23.699900796802567
148,2017-11-05,23.093686528452565,22.554820783176307,23.66399184164866
149,2017-11-12,23.096112615129506,22.538657801338367,23.61397774898647
150,2017-11-19,23.12957506656268,22.62190841665315,23.675115729448606
151,2017-11-26,23.174035953731796,22.658298133636823,23.746195681545387
152,2017-12-03,23.209614616360696,22.66899125311735,23.722850626122426
153,2017-12-10,23.225327569521124,22.670139623283006,23.806682433106204
154,2017-12-17,23.213307400610667,22.61664555051908,23.730329435143943
155,2017-12-24,23.177752557134642,22.64350870814132,23.71231957901238
156,2018-01-01,23.149137658690137,22.632782646777148,23.707255535149788
157,2018-01-08,23.178223933215463,22.622885697836843,23.696676892919964
158,2018-01-15,23.250360670001783,22.75741616338729,23.75800468382143
159,2018-01-22,23.29474882789317,22.73876685363411,23.785436726144518
160,2018-01-29,23.24145243093675,22.704920497873946,23.84354322365609
161,2018-02-05,23.106711195522845,22.579333086905546,23.680815905327954
162,2018-02-12,22.999627605245795,22.419448757624846,23.55165161471746
163,2018-02-19,23.023750349102443,22.45887619409822,23.54349681697313
164,2018-02-26,23.17004781403376,22.65612946275333,23.74812571395559
165,2018-03-05,23.320415787335357,22.800868743375496,23.858924653099784
166,2018-03-12,23.363929434707924,22.84418988620383,23.92565842481951
167,2018-03-19,23.30133619705288,22.766195438549165,23.8372182778405
168,2018-03-26,23.22638072860115,22.682296740331942,23.78728407476706
169,2018-04-02,23.212695771177405,22.650342459057086,23.75759623360821
170,2018-04-09,23.238326795360457,22.64148770420581,23.809837934045884
171,2018-04-16,23.22752076635982,22.6929034852912,23.751291908470616
172,2018-04-23,23.149166743234158,22.60815984825182,23.713968200538876
173,2018-04-30,23.05219875264548,22.531197488538073,23.57912440695383
174,2018-05-07,23.004115191751097,22.462439158956144,23.532687954653685
175,2018-05-14,23.016296792667518,22.466729438493946,23.529029258133928
176,2018-05-21,23.045476984376098,22.49640197711301,23.588756116245385
177,2018-05-28,23.05763439979712,22.532811549638023,23.543894659837584
178,2018-06-04,23.065546736072776,22.53268531201854,23.602662048393697
179,2018-06-11,23.095943582962075,22.558305264484886,23.63748625804208
180,2018-06-18,23.139929384920688,22.574978333982816,23.690610111889292
181,2018-06-25,23.159583317692828,22.606491045910175,23.68605703404343
182,2018-07-02,23.141792653657884,22.63129246723957,23.66816924210726
183,2018-07-09,23.121001785019597,22.57183051330145,23.65347596770963
184,2018-07-16,23.132550160491718,22.541436326866148,23.65547099945692
185,2018-07-23,23.156680373387207,22.61502059713299,23.6781662558039
186,2018-07-30,23.135773943995844,22.532734565825077,23.708819530838543
187,2018-08-06,23.054870593454623,22.471416002350868,23.59110988518986
188,2018-08-13,22.98342445399968,22.44324596863219,23.521964839287705
189,2018-08-20,23.010497112946403,22.472215154592384,23.550398160968957
190,2018-08-27,23.135924285396246,22.579958804031655,23.654627972570953
191,2018-09-03,23.247295093712257,22.66754863513926,23.780982901186903
192,2018-09-10,23.224569319448992,22.70854286657255,23.79103192645525
193,2018-09-17,23.066603424202285,22.547119396588545,23.59336452745758
194,2018-09-24,22.901123540365347,22.334668906943225,23.453554086310838
195,2018-10-01,22.86453518712513,22.32923518775188,23.418910360511443
196,2018-10-08,22.978134436446208,22.411875305560947,23.538216364969756
197,2018-10-15,23.14452083774731,22.58928690069955,23.686975768112145
198,2018-10-22,23.25299590788647,22.708452635060212,23.764147113582727
199,2018-10-29,23.274303063929327,22.726419676280987,23.770567259370527
200,2018-11-05,23.257496912799787,22.723321910487577,23.781898060849752
201,2018-11-12,23.258745449083985,22.707986143068887,23.7947934520829
202,2018-11-19,23.291361173289804,22.76054621208754,23.83303703143995
203,2018-11-26,23.33583452471423,22.78911544501453,23.87495315359584
204,2018-12-03,23.371951740395456,22.859104547212283,23.954139781824992
205,2018-12-10,23.388527881750047,22.856899920766764,23.938263630655317
206,2018-12-17,23.377556637353496,22.7862912550867,23.899788215857463
207,2018-12-24,23.342471908852758,22.83983993438159,23.856233100827588
208,2018-12-30,23.315553278355235,22.75458978489052,23.85112889312846
209,2019-01-06,23.325634674860385,22.776128139813494,23.862001772285534
210,2019-01-13,23.389256385230834,22.867130415279473,23.927452235224518
211,2019-01-20,23.452173466519824,22.854995748238476,24.031502960048776
212,2019-01-27,23.43388307394974,22.878327420939925,23.999257125305732
213,2019-02-03,23.316692224105864,22.803504511070972,23.890017186273646
214,2019-02-10,23.18647976658116,22.625071217320677,23.76644128907292
215,2019-02-17,23.162708625009483,22.594360318991416,23.700882712443335
216,2019-02-24,23.27901591186967,22.758401416494806,23.825683793972576
217,2019-03-03,23.443391208128883,22.901095826222033,23.977353682328154
218,2019-03-10,23.527520348871136,22.966100437034463,24.066924239755366
219,2019-03-17,23.49140998154724,22.951377372317772,24.054105109861627
220,2019-03-24,23.40897117452486,22.84738267086942,23.965929329093374
221,2019-03-31,23.373116705958267,22.80027808374219,23.919592224000468
222,2019-04-07,23.393769729250213,22.90867688348993,23.93808409099137
223,2019-04-14,23.401935337737726,22.835842960206836,23.953597050238677
224,2019-04-21,23.343295242631854,22.78076276200372,23.88827352946062
225,2019-04-28,23.243955990593093,22.675808255692925,23.79577114024611
226,2019-05-05,23.175346828870087,22.637993416513513,23.7161775299998
227,2019-05-12,23.17127628595056,22.602506283505562,23.728697634154425
228,2019-05-19,23.200532797668952,22.630592854852353,23.73580828394166
229,2019-05-26,23.21896109717444,22.687878814787382,23.735315083172928
230,2019-06-02,23.22476532351643,22.66122122247427,23.781942444037785
231,2019-06-09,23.246620962286876,22.67902661721114,23.80976282541437
232,2019-06-16,23.28989494032082,22.737180726813747,23.8281221608149
233,2019-06-23,23.321089874984242,22.803936808626172,23.866304136599425
234,2019-06-30,23.313503633949964,22.77051866442995,23.876020920848298
235,2019-07-07,23.28840002691801,22.726518337170383,23.79820378909939
236,2019-07-14,23.28850785116072,22.71153162142854,23.831242527008023
237,2019-07-21,23.314414746691018,22.76404076778473,23.85937451245332
238,2019-07-28,23.31336272479668,22.7766020847548,23.84299021407905
239,2019-08-04,23.24793364550008,22.708662856979807,23.75094183265179
240,2019-08-11,23.162348098778665,22.636704686642922,23.709852133404812
241,2019-08-18,23.151735385779915,22.648064610223365,23.728734500815484
242,2019-08-25,23.253515800872773,22.68953232874198,23.79473518006242
243,2019-09-01,23.38515852805631,22.852706308156268,23.930562522154773
244,2019-09-08,23.413071461183055,22.864039331967547,23.951652946113278
245,2019-09-15,23.289297420126225,22.743972226202345,23.80988010955189
246,2019-09-22,23.108619393018614,22.6037873630378,23.628855372844022
247,2019-09-29,23.02127325842527,22.442228435660482,23.55017262939387
248,2019-10-06,23.093018087870036,22.541438149526982,23.604824632532704
249,2019-10-13,23.256446427181515,22.746326277255385,23.81492532241642
250,2019-10-20,23.39160603866254,22.860860153215214,23.94308957227937
251,2019-10-27,23.43817949818267,22.89722266104671,23.97584564170305
252,2019-11-03,23.426291522179095,22.898982325370504,23.93408853583726
253,2019-11-10,23.417911175348227,22.891653615556173,23.975916719893938
254,2019-11-17,23.44169423916077,22.891739256860983,23.984914056147595
255,2019-11-24,23.485019009579172,22.926512064176865,23.999743023466326
256,2019-12-01,23.525360561347014,22.976695810744097,24.097466264858312
257,2019-12-08,23.549197225067207,23.00363900308317,24.072487669347378
258,2019-12-15,23.54764701914029,23.012897578300585,24.122981137050957
259,2019-12-22,23.51842357563602,22.973708522789874,24.066144717843137
