,YY,WK,SALE_SUM_CNT,SALE_SUM_QTY,SALE_SUM_AMT,SALE_SUM_AVG,INCOME_CSI,CONSUME_CSI,P_CONSUME_CSI,CONSUME_INDEX,IT_EMP,FIN_EMP,HARDWARE_PRC,G_MOUSE,G_CPU,G_LABTOP,G_TABLET,N_MOUSE,N_CPU,N_LABTOP,N_TABLET,DT
91,2016,27,3570,40128,1428743682.00,35604.657147,98.01379399999999,105.00689600000001,91.96689599999999,98.231862,786.6320000000001,800.8412420000001,127.482,27.0,20.0668202764977,45.63824884792627,8.995391705069125,6.829057142857144,2.2303814285714285,22.013222857142857,3.2472214285714287,2016-07-01
92,2016,27,10527,169894,16641760127.00,97953.783694,98.01379399999999,105.00689600000001,91.96689599999999,98.231862,786.6320000000001,800.8412420000001,127.482,27.0,20.0668202764977,45.63824884792627,8.995391705069125,6.829057142857144,2.2303814285714285,22.013222857142857,3.2472214285714287,2016-07-01
93,2016,28,11099,61217,5289738688.00,86409.636016,98.413792,105.206896,92.206896,98.67586,791.4,803.9172419999999,132.16,27.0,19.83870967741936,45.83870967741935,8.838709677419354,7.496198571428572,2.286585714285714,23.607695714285715,3.2682971428571435,2016-07-08
94,2016,29,11918,58271,5465388622.00,93792.600470,98.896552,105.44827599999999,92.44827599999999,99.231034,796.3,807.32069,136.95199999999997,27.0,19.612903225806445,45.61290322580645,8.61290322580645,7.1824,2.1715785714285714,23.51090285714286,3.1064557142857145,2016-07-15
95,2016,30,12662,98252,7081838282.00,72078.311708,99.37931200000001,105.68965599999999,92.689656,99.78621000000001,801.2,810.7241379999999,140.47400000000002,27.0,19.38709677419356,45.38709677419355,8.38709677419355,6.81734857142857,2.1895314285714287,24.01281714285714,3.205071428571429,2016-07-22
96,2016,31,11129,191161,14702551660.00,76911.878782,99.86206800000001,105.931034,92.931034,100.34137999999999,806.1,814.127586,141.838,27.0,19.161290322580644,45.16129032258065,8.161290322580644,6.851174285714285,2.1283871428571426,24.39088,3.044008571428571,2016-07-29
97,2016,32,11207,49849,4112182072.00,82492.769604,100.0,106.0,93.15151600000002,100.636364,806.39394,814.1303,142.868,27.0,19.004608294930872,45.00460829493087,8.07373271889401,7.1920271428571425,2.0032328571428573,23.82990142857143,3.284167142857143,2016-08-05
98,2016,32,1202,31771,1609576124.00,50661.802398,100.0,106.0,93.15151600000002,100.636364,806.39394,814.1303,142.868,27.0,19.004608294930872,45.00460829493087,8.07373271889401,7.1920271428571425,2.0032328571428573,23.82990142857143,3.284167142857143,2016-08-05
99,2016,33,11246,74318,6009316059.00,80859.496474,100.0,106.0,93.363636,100.827274,804.845456,812.77273,142.40800000000002,27.0,19.0,45.0,8.290322580645162,7.149095714285714,1.9928242857142855,23.802581428571425,3.182952857142857,2016-08-12
100,2016,34,10221,58668,4857678014.00,82799.447978,100.0,106.0,93.575758,101.01818399999999,803.29697,811.41515,140.7075,27.0,19.0,45.0,8.516129032258064,7.017698571428572,2.0740057142857142,25.647878571428574,3.23239,2016-08-19
