"YY","WK","SALE_SUM_CNT","SALE_SUM_QTY","SALE_SUM_AMT","SALE_SUM_AVG","INCOME_CSI","CONSUME_CSI","P_CONSUME_CSI","CONSUME_INDEX","IT_EMP","FIN_EMP","HARDWARE_PRC","G_MOUSE","G_CPU","G_LABTOP","G_TABLET","REBT_AMT","DT"
"2017",8,13038,129365,11016239257.00,85156.257542,97.21428599999999,104.0,90.0,93.242856,772.807144,787.014286,132.502,31.5,26.25,58.75,11.25,408337432.51,2017-02-19 00:00:00
"2018",47,16445,112394,10683742304.00,95056.162286,97.6,108.9,95.3,96.78,865.4799999999999,844.46,146.154,34.33333333333333,25.333333333333325,60.66666666666667,9.0,1418433893.94,2018-11-19 00:00:00
"2018",18,15133,98529,10992933554.00,111570.538156,101.935484,107.064516,95.0,107.35806599999998,816.1096799999999,839.2903220000001,172.51500000000001,31.06036866359447,23.0,52.98248847926266,9.046082949308756,622012606.56,2018-04-30 00:00:00
"2016",36,14827,154504,14127685701.00,91438.964046,100.0,106.02000000000001,93.981818,101.381638,800.1227260000001,808.9083639999999,134.41,27.02857142857143,19.0,45.057142857142864,8.968202764976956,442368517.94,2016-09-02 00:00:00
"2018",41,12549,104480,11276165456.00,107926.545329,100.272728,111.0,96.0,99.80909199999999,857.5636359999999,852.4909100000001,159.78500000000003,32.16129032258065,25.29032258064517,54.4516129032258,8.290322580645162,1141958590.99,2018-10-08 00:00:00
"2015",26,12876,159322,7965366053.00,49995.393310,98.5625,105.375,92.375,99.068752,780.5375,798.575,135.83800000000002,27.3,18.766666666666673,38.766666666666666,10.233333333333329,811653050.81,2015-06-25 00:00:00
"2016",7,8282,42742,3631282842.00,84958.187309,99.22580599999999,106.22580599999999,93.22580599999999,98.609678,770.3516139999999,798.8258060000001,122.71000000000001,26.0,22.0,53.448275862068975,10.689655172413799,564564333.83,2016-02-12 00:00:00
"2017",23,12247,67449,5860149942.00,86882.680869,102.233334,106.7,96.0,108.67,784.323334,779.03,149.205,26.4,21.200000000000006,45.800000000000004,8.2,637180897.50,2017-06-04 00:00:00
"2019",34,15101,126728,13408640668.00,105806.456884,94.6,105.6,92.0,93.45,850.6699999999998,797.4799999999999,149.106,38.58064516129033,24.290322580645153,71.51612903225809,12.290322580645157,823571560.42,2019-08-20 00:00:00
"2016",44,11663,116110,10836235906.00,93327.326724,100.83871,107.0,94.83871,101.551614,790.2032280000001,813.803228,124.71,29.0,20.61290322580644,50.61290322580645,11.612903225806457,450581860.47,2016-10-28 00:00:00
"2019",42,16006,143351,10871023666.00,75835.004052,97.0,107.032258,94.51612999999999,97.82580600000001,853.448388,804.403226,163.202,36.96774193548388,25.483870967741947,66.90322580645162,11.48387096774193,1772727044.76,2019-10-15 00:00:00
"2019",48,18068,178337,18800925026.00,105423.580221,98.86206800000001,108.931034,95.0,100.83448200000001,856.0482760000001,807.262068,162.774,38.0,26.0,70.0,11.13333333333333,1416638880.79,2019-11-26 00:00:00
"2020",6,22254,310949,22738137560.00,73124.974063,100.285714,109.28571400000001,94.642858,102.89642800000001,848.735714,781.689286,175.82,43.41379310344826,31.27586206896553,87.93103448275862,13.137931034482772,1149503096.49,2020-02-05 00:00:00
"2020",12,18981,222338,17258660213.00,77623.529099,91.0625,98.28125,88.25,85.915628,847.2968779999999,777.734378,121.56000000000002,46.54838709677419,33.548387096774185,100.0,15.645161290322587,1414001224.58,2020-03-18 00:00:00
"2017",14,14189,102949,7709611876.00,74887.681045,98.178572,104.357142,92.178572,96.839286,792.5214279999999,788.967858,140.156,29.733333333333327,22.46666666666667,46.466666666666676,9.866666666666665,450836277.92,2017-04-02 00:00:00
"2015",32,10888,54517,4094326327.00,75101.827448,100.0,105.16129000000001,91.322582,100.009678,785.722582,793.719356,132.98399999999998,24.129032258064512,19.0,41.0,11.0,515765002.41,2015-08-06 00:00:00
"2017",20,14147,94137,9099281771.00,96659.993105,100.727272,106.0,94.727272,104.84545600000001,784.1090919999999,778.1242439999999,141.526,26.967741935483872,20.032258064516128,44.032258064516135,8.483870967741936,679704226.25,2017-05-14 00:00:00
"2018",35,16174,139633,16710178619.00,119672.130649,98.064516,105.935484,93.935484,99.12258,864.36774,843.82258,182.74200000000002,33.19354838709678,26.0,58.0,9.0,931984500.35,2018-08-27 00:00:00
"2019",25,13473,124451,8558605761.00,68770.887827,97.0,108.32142800000001,94.0,97.696428,864.417858,796.421428,162.64600000000002,31.8,25.400000000000002,62.0,10.4,1298594580.99,2019-06-18 00:00:00
"2020",18,14340,158069,21600712555.00,136653.692722,83.187586,87.267586,81.173794,71.15089600000002,851.7520000000001,782.432138,157.71333333333334,46.99078341013824,33.0668202764977,86.96774193548387,13.281105990783415,1932268544.41,2020-04-29 00:00:00
"2019",5,17563,143754,17174710874.00,119472.925094,98.03871000000001,109.0,94.96128999999999,97.49177599999999,883.0135720000001,812.8009920000001,149.53,38.62886767610272,26.1433508887426,76.62376563528639,11.0,1515571061.61,2019-01-29 00:00:00
"2019",31,13107,154344,16300854747.00,105613.789632,95.978182,106.97818200000002,92.036364,95.86091,858.2838180000001,795.902546,149.27,35.824884792626726,23.21198156682029,66.86635944700461,10.9815668202765,1134103810.82,2019-07-30 00:00:00
"2020",26,16190,171604,17879990335.00,104193.319124,87.8125,92.625,83.8125,81.0125,860.0875,777.025,177.15800000000002,42.699999999999996,29.7,77.46666666666668,11.233333333333329,1962708262.76,2020-06-24 00:00:00
"2020",38,17921,208728,14266648260.00,68350.428596,89.86666600000001,95.266666,85.33333400000001,83.506666,,,209.984,44.5,29.999999999999996,86.5,14.0,2353517939.99,2020-09-16 00:00:00
"2015",49,23195,162267,11893770222.00,73297.529516,101.935484,109.806452,95.806452,105.380646,786.2258059999999,802.138712,141.244,26.85069124423963,19.93963133640553,46.85391705069124,11.031797235023044,237974918.91,2015-12-03 00:00:00
"2017",34,13637,111138,9385992194.00,84453.492000,103.0,108.74193600000001,96.258066,110.335484,787.5806479999999,793.5483879999999,157.44599999999997,30.83870967741936,22.129032258064512,50.87096774193549,9.709677419354842,469264573.68,2017-08-20 00:00:00
"2019",11,18529,128769,12462136698.00,96779.012790,98.0,109.44827599999999,95.0,99.68965599999999,870.134482,797.06207,149.322,33.225806451612904,26.2258064516129,66.74193548387098,11.0,1257384879.24,2019-03-12 00:00:00
"2015",6,18392,94949,5534518855.00,58289.385406,101.178572,107.357142,93.642858,102.225,742.875,805.525,136.86200000000002,26.892857142857142,18.321428571428577,49.0,13.785714285714286,386186478.44,2015-02-05 00:00:00
"2015",12,13961,82583,6646495825.00,80482.615368,100.21875,107.21875,92.0,101.671878,759.7375,792.8343779999999,149.124,25.451612903225815,20.451612903225815,43.51612903225807,12.0,911710078.30,2015-03-19 00:00:00
"2016",27,14097,210022,18070503809.00,86041.004318,98.01379399999999,105.00689600000001,91.96689599999999,98.231862,786.6320000000001,800.8412420000001,127.482,27.0,20.0668202764977,45.63824884792627,8.995391705069125,639195089.04,2016-07-01 00:00:00
"2017",40,1518,9511,960754181.00,101015.054252,103.15625,107.15625,96.0,107.85,781.9,801.625,,29.29032258064517,21.483870967741925,49.0967741935484,10.096774193548384,505498563.85,2017-10-01 00:00:00
"2018",4,13927,115334,12088454841.00,104812.586409,104.78788,109.0,97.0,110.448486,788.38485,813.6363640000001,170.16000000000003,40.70967741935484,30.096774193548374,67.45161290322581,11.483870967741945,641547367.30,2018-01-22 00:00:00
"2019",19,11940,95304,7586383748.00,79601.944808,98.48387199999999,109.74193600000001,94.741936,100.71935599999999,857.535484,792.958066,157.0375,32.225806451612904,24.548387096774185,59.67741935483871,11.0,1458194357.76,2019-05-07 00:00:00
"2015",44,14095,186199,15703453994.00,84336.940552,100.93333399999999,107.93333399999999,93.93333399999999,104.63333399999999,781.4,797.5666659999999,141.93400000000003,23.258064516129043,19.0,40.12903225806451,10.0,712562584.16,2015-10-29 00:00:00
"2019",14,19529,135392,12388108757.00,91498.085241,98.15625,110.0,95.0,100.09687799999999,864.4531279999999,791.8968779999999,156.19400000000002,32.00921658986176,25.009216589861758,59.97926267281105,11.0,1511219862.72,2019-04-02 00:00:00
"2017",32,13174,86681,9767121723.00,112678.922981,103.0,108.29032400000001,96.70967800000001,110.922582,776.696774,787.858066,152.17000000000002,29.03225806451613,20.7741935483871,52.225806451612904,9.25806451612903,469264573.68,2017-08-06 00:00:00
"2019",37,5811,91254,5845088382.00,64052.955289,95.161292,105.387098,92.77419400000001,94.180646,847.283872,802.419356,155.03333333333333,38.66666666666667,25.0,70.66666666666667,12.333333333333329,1431060377.81,2019-09-10 00:00:00
"2017",3,12398,122567,8485165141.00,69228.790302,98.0,103.59375,90.0,92.665628,786.584378,801.521878,125.622,32.09677419354839,24.0,60.09677419354839,12.903225806451616,433225889.39,2017-01-15 00:00:00
"2016",39,14678,109040,9193570658.00,84313.744112,100.0,106.7,94.0,101.33,792.85,811.9200000000001,131.66400000000002,28.333333333333325,19.0,47.66666666666667,9.666666666666668,529928268.94,2016-09-23 00:00:00
"2018",19,11977,118221,8860328229.00,74947.160225,101.70967800000001,107.29032400000001,95.0,107.56129200000001,820.69355,838.9064500000001,173.685,31.258064516129032,23.0,52.741935483870975,9.25806451612903,580138952.82,2018-05-07 00:00:00
"2017",49,15944,96914,9347168547.00,96448.073002,104.0,109.0,97.0,112.110346,780.548278,808.94138,166.926,38.677419354838705,27.258064516129,57.1290322580645,9.161290322580644,511372815.59,2017-12-03 00:00:00
"2018",42,13530,106282,10373016264.00,97598.993846,99.84848600000001,111.0,96.0,99.639394,859.4090919999999,852.8939399999999,162.21800000000002,33.064516129032256,25.51612903225806,55.58064516129033,8.516129032258064,1141958590.99,2018-10-15 00:00:00
"2015",21,12826,67069,5356748998.00,79869.224201,101.0,106.68965599999999,93.37931200000001,104.596552,772.931034,802.634482,136.536,25.38709677419356,17.612903225806445,36.83870967741935,10.612903225806457,486860052.70,2015-05-21 00:00:00
"2017",26,15471,145377,16590464456.00,114120.283511,102.93333399999999,108.8,96.0,110.98000000000002,786.493334,783.02,162.348,27.8,21.900000000000002,48.6,8.9,619131938.40,2017-06-25 00:00:00
"2015",38,11485,60927,4982717097.00,81781.756807,100.0,106.533334,93.0,101.74,781.7733340000001,800.273334,134.61399999999998,25.0,19.0,41.0,10.5,653816261.21,2015-09-17 00:00:00
"2016",8,15695,94342,8883100989.00,94158.497689,98.774194,105.774194,92.774194,98.090324,764.5483879999999,794.874194,127.54800000000003,26.0,22.0,52.241379310344826,10.448275862068972,564564333.83,2016-02-19 00:00:00
"2020",1,18490,193214,18727823931.00,96927.882715,98.19354666666668,109.06451666666668,95.0,100.73871333333334,852.9096800000001,798.9354833333333,176.57999999999998,40.1451612903226,30.0483870967742,81.24193548387095,13.0,924111046.32,2020-01-01 00:00:00
"2020",1,18490,193214,18727823931.00,96927.882715,98.19354666666668,109.06451666666668,95.0,100.73871333333334,852.9096800000001,798.9354833333333,176.57999999999998,40.1451612903226,30.0483870967742,81.24193548387095,13.0,831243310.84,2020-01-01 00:00:00
"2020",13,16961,183861,17937121279.00,97558.053524,88.875,95.4375,86.5,81.868752,846.706252,774.4312520000001,124.654,46.774193548387096,33.774193548387096,100.0,16.322580645161285,1414001224.58,2020-03-25 00:00:00
"2015",27,16803,118472,10282232643.00,86790.403158,98.09617,105.0125,91.97379,97.82691600000001,782.39996,796.6308879999999,134.156,27.803686635944704,18.97142857142857,39.02672811059909,10.056221198156686,710443120.09,2015-07-02 00:00:00
"2017",9,16192,140638,14126946559.00,100449.000689,97.045852,104.0,90.07742,93.58820399999999,771.865508,784.1935940000001,130.33999999999997,31.03357472021065,26.7975641869651,57.787689269256084,11.002962475312714,420894501.87,2017-02-26 00:00:00
"2017",15,13318,87371,8337673492.00,95428.385757,98.428572,104.857142,92.428572,98.014286,790.1714279999999,785.842858,139.116,29.26666666666667,21.53333333333333,45.53333333333332,9.633333333333335,450836277.92,2017-04-09 00:00:00
"2016",45,14707,153655,16306888191.00,106126.635586,100.8,106.93333399999999,94.73333400000001,101.153334,792.0866659999999,814.3,118.52799999999999,28.9047619047619,21.019969278033784,50.87711213517664,12.067588325652844,460832543.02,2016-11-04 00:00:00
"2020",7,20985,207530,15967299384.00,76939.716590,99.285714,108.28571400000001,94.142858,101.071428,848.785714,783.214286,183.03799999999998,44.137931034482776,31.758620689655174,91.3103448275862,13.379310344827585,1149503096.49,2020-02-12 00:00:00
"2019",43,14449,176687,11546153155.00,65348.062704,97.0,107.48387199999999,94.741936,98.18709600000001,856.2258079999999,802.3483880000001,165.334,37.41935483870967,25.70967741935483,68.25806451612904,11.709677419354845,1772727044.76,2019-10-22 00:00:00
"2016",2,14223,85770,6500464912.00,75789.494135,100.793104,107.0,93.206896,101.64138,778.39655,801.0000000000001,137.2,25.16129032258064,19.483870967741943,47.451612903225794,11.838709677419358,367693897.13,2016-01-08 00:00:00
"2018",36,13615,118481,15637350374.00,131981.924308,98.535714,106.892858,94.357142,99.196428,864.092858,844.817858,184.982,32.73333333333333,25.866666666666674,57.33333333333333,8.866666666666665,1667956072.37,2018-09-03 00:00:00
"2019",26,15922,268608,21190388049.00,78889.638614,97.0,108.07142800000001,94.0,97.621428,868.292858,798.271428,161.65,31.333333333333325,26.333333333333325,62.0,10.166666666666671,1298594580.99,2019-06-25 00:00:00
"2019",49,19608,168314,13680190709.00,81277.794532,98.84375,109.0,95.0,100.92187799999999,855.39375,806.6125,162.04000000000002,38.19354838709678,26.38709677419356,71.06451612903227,11.193548387096769,2156259108.08,2019-12-03 00:00:00
"2018",13,16997,154482,17552771230.00,113623.407452,103.0,108.0,96.06666600000001,108.30666599999999,809.553334,829.313334,164.782,32.64516129032257,23.387096774193555,56.41935483870967,9.387096774193548,630243976.11,2018-03-26 00:00:00
"2019",6,10688,71875,5068212115.00,70514.255513,98.0,109.0,95.0,97.95,881.207144,809.907144,151.785,38.107142857142854,26.178571428571427,75.92857142857143,11.0,1435579473.51,2019-02-05 00:00:00
"2020",21,18249,185904,13903972340.00,74791.141341,85.75862,89.75862,82.379312,75.48965600000001,859.9,781.31379,168.56,45.774193548387096,32.38709677419356,81.7096774193548,12.387096774193543,1896222776.91,2020-05-20 00:00:00
"2017",35,16201,138046,13414257619.00,97172.374563,103.0,108.947496,96.03871000000001,110.033772,792.7850279999999,796.341226,160.012,31.709216589861743,22.78310291858677,50.20261136712752,9.930875576036865,482101333.34,2017-08-27 00:00:00
"2015",1,5579,25211,1676516927.00,66499.421958,100.05000000000001,106.05000000000001,92.1,100.67500000000001,723.5899999999999,817.995,126.43,25.064516129032267,18.96774193548387,45.12903225806449,13.032258064516133,158441634.57,2015-01-01 00:00:00
"2015",15,12343,64875,5474162097.00,84380.147930,99.533334,106.0,92.0,101.646666,766.253334,793.3066660000001,149.788,25.23333333333333,19.3,38.06666666666667,11.53333333333333,676263631.75,2015-04-09 00:00:00
"2020",27,19754,248134,32492370479.00,130946.869348,88.07117000000001,93.06492,84.07117000000001,81.86665400000001,859.012702,775.863628,176.428,42.1963133640553,29.168663594470054,77.33364055299542,11.166820276497686,2003716272.04,2020-07-01 00:00:00
"2016",22,10065,112546,7991149905.00,71003.411094,98.1875,105.1875,91.1875,99.06875199999999,766.6875,792.875,131.368,26.322580645161285,20.548387096774185,40.548387096774185,8.774193548387098,554511750.31,2016-05-27 00:00:00
"2016",28,11099,61217,5289738688.00,86409.636016,98.413792,105.206896,92.206896,98.67586,791.4,803.9172419999999,132.16,27.0,19.83870967741936,45.83870967741935,8.838709677419354,475299913.69,2016-07-08 00:00:00
"2018",50,17311,117715,13386223305.00,113717.226394,97.77419400000001,108.387098,94.61290399999999,96.16452000000001,871.76452,836.319356,140.45999999999998,34.0,26.06451612903226,65.5483870967742,9.709677419354836,1359148655.20,2018-12-10 00:00:00
"2015",7,15852,86744,6534783322.00,75334.124804,101.428572,107.857142,93.142858,102.4,746.2,801.4999999999999,136.51799999999997,26.642857142857142,19.071428571428577,49.0,13.285714285714286,386186478.44,2015-02-12 00:00:00
"2019",20,14226,124980,9577339676.00,76630.978364,98.032258,109.51613,94.51613,99.86128999999998,856.429032,792.483872,154.622,32.451612903225815,24.096774193548388,60.35483870967742,11.0,1458194357.76,2019-05-14 00:00:00
"2020",33,14345,154199,12537445981.00,81306.921452,90.77419400000001,96.54838799999999,86.77419400000001,85.748388,847.832258,768.1548399999999,204.18800000000002,46.0,32.0,88.41935483870967,15.645161290322587,1582284244.73,2020-08-12 00:00:00
"2017",6,15078,91551,8027342986.00,87681.652696,97.71428599999999,104.0,90.0,92.64285600000001,777.2571440000002,794.514286,128.656,32.5,24.75,60.25,11.75,408337432.51,2017-02-05 00:00:00
"2017",29,14579,126456,10312909914.00,81553.345938,103.0,108.387098,96.612904,111.261292,776.2806459999999,783.8903240000001,161.89000000000001,28.0,20.83870967741936,51.32258064516129,9.0,510838183.80,2017-07-16 00:00:00
"2019",40,17210,200957,17254176959.00,85860.044482,97.0,106.129034,94.064516,97.10322599999999,847.893548,808.5129039999999,159.50750000000002,36.14930875576037,25.046082949308754,64.41935483870968,11.074654377880185,1675107997.06,2019-10-01 00:00:00
"2018",22,16401,165530,17287392221.00,104436.611013,101.03871000000001,107.95439400000001,95.0,108.147232,834.274882,837.8464979999999,178.168,31.940399385560685,23.0,52.09769585253456,9.92611367127496,640184056.10,2018-05-28 00:00:00
"2015",41,13989,49237,4421608716.45,89802.561416,100.233334,107.23333399999999,93.233334,102.88333399999999,781.4,802.466666,137.53749999999997,24.61290322580644,19.0,40.80645161290323,10.0,712562584.16,2015-10-08 00:00:00
"2015",47,18824,151691,8251568967.00,54397.221766,101.612904,109.225806,95.225806,105.29032399999998,784.709678,800.287098,138.69400000000002,25.266666666666676,19.56666666666667,43.96666666666666,10.566666666666672,765053000.81,2015-11-19 00:00:00
"2015",18,14413,267079,19927042511.00,74611.042092,100.92,106.00689600000001,92.01379399999999,103.596966,772.63131,793.674344,141.465,25.92396313364056,17.218894009216587,35.29953917050692,10.147465437788014,622148323.45,2015-04-30 00:00:00
"2015",24,13963,113417,5593179376.00,49315.176525,99.875,106.25,93.25,102.262502,776.425,802.95,134.10399999999998,25.9,18.3,38.300000000000004,10.7,811653050.81,2015-06-11 00:00:00
"2017",52,13409,150510,17460015064.00,116005.681110,104.0,109.0,97.0,111.096552,785.61724,815.386206,166.27,37.322580645161295,36.741935483870996,61.870967741935495,9.838709677419356,511372815.59,2017-12-24 00:00:00
"2016",11,14767,92815,8823193660.00,95062.152238,98.29032400000001,105.0,92.29032400000001,97.86774399999999,754.5129039999999,786.4741919999999,132.60999999999999,26.258064516129032,20.709677419354843,47.16129032258065,10.0,512515061.24,2016-03-11 00:00:00
"2017",12,13878,113485,10564584872.00,93092.345878,97.70967800000001,104.0,91.41935599999998,95.274192,787.435484,789.0516100000001,136.776,30.3225806451613,24.290322580645157,50.54838709677419,10.322580645161285,430312303.89,2017-03-19 00:00:00
"2019",46,18796,172271,13356031806.00,77529.194153,97.896552,108.44827599999999,95.0,99.67586200000001,857.7862079999999,803.496552,165.20600000000002,38.0,26.0,70.0,11.6,1416638880.79,2019-11-12 00:00:00
"2020",4,10993,173514,11214543980.00,64631.925838,100.12903200000001,109.70967800000001,95.0,103.125808,850.0064500000001,786.290324,182.7425,42.032258064516135,30.6774193548387,84.38709677419355,13.0,1454675793.97,2020-01-22 00:00:00
"2016",5,12919,120186,11956582587.00,99483.988043,100.068966,107.0,93.931034,99.686206,780.134482,805.2,128.48399999999998,25.838709677419356,21.516129032258057,53.5483870967742,11.161290322580642,367693897.13,2016-01-29 00:00:00
"2016",42,12523,76096,6635603532.00,87200.424884,100.38709800000001,107.0,94.38709800000001,101.416128,789.932258,813.532258,128.76,29.0,19.709677419354843,49.70967741935484,10.709677419354843,450581860.47,2016-10-14 00:00:00
"2015",35,11222,94652,7565616859.00,79930.871603,100.0,105.83870999999999,92.67742,100.890322,782.87742,795.4806459999999,121.102,24.80645161290323,19.0,41.0,11.0,515765002.41,2015-08-27 00:00:00
"2016",51,12665,84311,8058580195.00,95581.599020,98.0,104.6,90.53333400000001,94.106666,807.486666,813.1800000000001,120.75999999999999,28.67741935483872,22.838709677419356,53.19354838709678,14.0,611719029.32,2016-12-16 00:00:00
"2018",30,12878,99391,13054188393.00,131341.755219,99.375,105.375,93.375,101.78125200000001,836.225,851.025,179.048,34.774193548387096,25.322580645161285,58.0,9.0,820628972.03,2018-07-23 00:00:00
"2020",10,24178,219627,18522586271.00,84336.562767,95.4375,103.96875,91.75,94.009378,848.478128,784.3406280000002,168.882,46.0967741935484,33.096774193548384,100.0,14.290322580645157,1414001224.58,2020-03-04 00:00:00
"2016",48,11625,136893,10136890674.00,74049.737196,98.7,106.23333399999999,91.933334,96.463334,810.8466660000001,818.5000000000001,118.772,27.533333333333328,21.73333333333333,49.533333333333324,13.46666666666667,464932816.04,2016-11-25 00:00:00
"2016",25,12651,69884,6125983856.00,87659.319100,98.0,105.0,91.49999999999999,98.4,778.35,797.8,129.962,27.0,20.533333333333328,43.33333333333333,9.0,704753159.18,2016-06-17 00:00:00
"2019",3,20012,138167,13646479623.00,98768.009893,98.483872,109.0,94.51612999999999,97.20967799999998,881.7,820.667742,141.522,36.41935483870967,27.032258064516125,74.41935483870967,11.0,1547567696.85,2019-01-15 00:00:00
"2018",33,11780,64431,7399784573.00,114848.203085,98.51613,105.48387199999999,93.48387199999999,99.98065,851.541938,847.4806500000001,170.57500000000002,34.09677419354839,26.0,58.0,9.0,809322571.68,2018-08-13 00:00:00
"2018",10,17770,108954,11684825297.00,107245.491647,103.0,108.0,96.766666,108.376666,803.813334,836.803334,161.164,36.03225806451613,25.41935483870967,63.87096774193547,11.419354838709685,630243976.11,2018-03-05 00:00:00
"2020",24,16198,184432,10938107065.00,59306.991547,87.375,91.75,83.375,79.175,861.925,778.95,180.206,44.1,31.1,78.4,11.7,1962708262.76,2020-06-10 00:00:00
"2018",39,6950,81537,10762110345.00,131990.511608,100.785714,110.642858,95.857142,100.02142800000001,855.242858,851.192858,176.175,31.333333333333325,25.166666666666668,53.83333333333333,8.166666666666668,1667956072.37,2018-09-24 00:00:00
"2018",16,14256,118473,9975021369.00,84196.579549,102.387098,107.387098,95.387098,107.68709799999999,812.980646,835.219356,179.964,31.43333333333333,23.0,53.86666666666667,9.0,726696740.91,2018-04-16 00:00:00
"2016",19,9922,41117,3250162683.00,79046.688304,98.84375,105.84375,91.84375,100.70937799999999,756.84375,786.8375,133.41333333333333,24.29032258064517,19.193548387096786,39.19354838709678,8.096774193548388,554511750.31,2016-05-06 00:00:00
"2016",31,11129,191161,14702551660.00,76911.878782,99.86206800000001,105.931034,92.931034,100.34137999999999,806.1,814.127586,141.838,27.0,19.161290322580644,45.16129032258065,8.161290322580644,475299913.69,2016-07-29 00:00:00
"2015",4,14723,151122,8046579841.00,53245.588603,100.7,106.7,93.4,101.64999999999999,735.16,811.43,135.92,26.290322580645153,18.35483870967743,47.58064516129033,13.645161290322587,369697147.33,2015-01-22 00:00:00
"2017",46,17951,102856,9762129119.00,94910.643219,104.0,108.5,96.49999999999999,110.8,780.5,806.05,163.85999999999999,35.26666666666667,25.53333333333333,52.8,10.066666666666672,603633651.39,2017-11-12 00:00:00
"2019",23,11063,84804,6112780347.00,72081.273843,97.0,108.82142800000001,94.0,97.84642799999999,856.667858,792.7214280000001,158.4825,32.73333333333333,23.53333333333333,62.0,10.86666666666667,1298594580.99,2019-06-04 00:00:00
"2018",2,16425,95057,11197442440.00,117797.136875,104.363636,109.0,97.0,110.74545599999999,787.154546,814.90909,173.094,38.4516129032258,35.51612903225807,64.74193548387095,10.580645161290315,641547367.30,2018-01-08 00:00:00
"2020",30,16804,138802,13112749883.00,94470.900152,89.41935599999998,94.41935599999998,85.41935599999998,83.50323,853.5516100000001,769.529032,193.32800000000003,44.70967741935484,31.03225806451613,83.7741935483871,14.387096774193543,2034472279.00,2020-07-22 00:00:00
"2019",17,13760,155984,13983261319.00,89645.484915,98.8125,110.0,95.0,101.343752,860.056252,793.143752,160.17400000000004,32.0,25.0,59.233333333333334,11.0,1553525693.30,2019-04-23 00:00:00
"2017",38,14449,104570,9866866244.00,94356.567313,103.0,107.62069000000001,96.0,108.34483,785.593102,799.696552,162.0,30.1,21.733333333333327,49.366666666666674,10.0,514193232.49,2017-09-17 00:00:00
"2016",37,12127,59694,5474774723.00,91713.986715,100.0,106.23333399999999,94.0,101.376666,797.75,809.773334,133.796,27.4,19.0,45.800000000000004,9.2,529928268.94,2016-09-09 00:00:00
"2017",30,12476,97735,12799453753.00,130960.799641,103.0,108.16129000000001,96.83871,111.283872,772.4419359999999,784.070968,158.81,28.0,20.38709677419356,52.225806451612904,9.0,510838183.80,2017-07-23 00:00:00
"2016",14,16343,199032,18340921114.00,92150.614544,98.96128999999999,105.00689600000001,92.95439400000001,99.42200199999999,754.312994,782.736776,135.54000000000002,26.91658986175116,17.35514592933947,39.76036866359448,9.99047619047619,496586797.64,2016-04-01 00:00:00
"2018",48,21268,214174,21846199166.00,102002.106539,97.133334,108.2,95.06666600000001,95.94,866.2733339999999,841.3799999999999,148.716,34.1,25.099999999999998,61.60000000000001,9.0,1409964574.12,2018-11-26 00:00:00
"2017",7,14940,99816,8610121971.00,86259.937995,97.46428599999999,104.0,90.0,92.94285599999999,775.032144,790.764286,129.232,32.000000000000014,25.5,59.5,11.5,408337432.51,2017-02-12 00:00:00
"2015",42,16457,72269,5841838412.00,80834.637424,100.46666599999999,107.46666599999999,93.46666599999999,103.46666599999999,781.4,800.8333339999999,137.97400000000002,24.161290322580644,19.0,40.58064516129031,10.0,712562584.16,2015-10-15 00:00:00
"2015",19,11701,79617,4805362313.00,60355.983181,101.0,106.206896,92.413792,103.968966,772.9793099999999,796.3103459999999,136.24,25.83870967741936,17.16129032258064,35.48387096774194,10.161290322580642,486860052.70,2015-05-07 00:00:00
"2017",1,29166,247945,26461932670.00,106725.010264,98.0,103.15625,90.0,93.05937800000001,793.890628,804.453128,127.44200000000001,31.193548387096786,24.0,59.193548387096776,13.806451612903231,611719029.32,2017-01-01 00:00:00
"2017",1,29166,247945,26461932670.00,106725.010264,98.0,103.15625,90.0,93.05937800000001,793.890628,804.453128,127.44200000000001,31.193548387096786,24.0,59.193548387096776,13.806451612903231,433225889.39,2017-01-01 00:00:00
"2016",43,12768,88875,6851549024.00,77091.972140,100.612904,107.0,94.612904,101.48387199999999,790.067742,813.667742,127.30999999999999,29.0,20.16129032258064,50.16129032258065,11.16129032258064,450581860.47,2016-10-21 00:00:00
"2017",24,13223,71518,7425442508.00,103826.204703,102.46666599999999,107.4,96.0,109.44000000000001,785.046666,780.36,151.924,26.86666666666667,21.43333333333333,46.733333333333334,8.433333333333334,637180897.50,2017-06-11 00:00:00
"2018",17,13719,105012,14777222584.00,140719.370967,102.16129,107.16129000000001,95.16129,107.46129,814.041936,837.658066,174.786,31.2,23.0,53.4,9.0,726696740.91,2018-04-23 00:00:00
"2016",6,13670,121525,9919712310.00,81626.927052,99.67742,106.67742000000001,93.67742,99.129034,776.154838,802.77742,129.988,25.995391705069128,21.98617511520737,54.58906721754331,10.930716669315085,536439985.73,2016-02-05 00:00:00
"2019",35,16124,189846,17945028219.00,94524.131237,94.133334,105.13333400000002,92.0,92.63333399999999,848.1266659999999,798.04,145.57999999999998,39.48387096774193,24.741935483870957,73.0967741935484,12.741935483870972,823571560.42,2019-08-27 00:00:00
"2015",36,16641,144096,8071072483.00,56011.773283,100.0,106.06666600000001,93.0,101.17999999999999,782.146666,796.446666,130.198,24.98617511520737,19.0,41.0,10.952380952380958,614373044.41,2015-09-03 00:00:00
